"","f","e","d","tau_q","tau_s","v_s","y"
"1",1.19867347087711,1.00759848081041,536.589204415213,3.27934881602414,663.06249704212,0.75034849923104,1.26065252968049
"2",1.05653050588444,1.00138995754067,287.573949084617,9.70788021176122,438.690195046365,0.924238380673341,1.05707813241232
"3",0.640139957657084,1.00258880703244,485.614068270661,5.21279866201803,652.216991968453,0.897663417248987,0.889352478205466
"4",0.785723306238651,0.998525009807199,390.324550587684,5.59184435592033,507.020591571927,0.709720355086028,0.802716638856751
"5",1.05536900996231,0.997730151368305,517.908133403398,4.09713002992794,625.644248537719,0.935123970545828,1.24028601935329
"6",0.52513115038164,1.00986521162558,202.790188405197,8.24849214125425,568.84932667017,0.747750005591661,0.631749055211103
"7",0.966230554971844,1.00813685993664,327.201596589293,6.64525999338366,363.682414777577,0.928626071033068,1.02876367496341
"8",1.36101068509743,0.998901724913158,309.899698651861,9.37435765890405,824.280281364918,0.858852256950922,1.2426916246202
"9",0.752501178765669,0.999637294807471,499.573453550693,7.570995998336,414.250292442739,0.77564023330342,0.872693050754197
"10",1.08080633729696,0.997620150521398,419.082442554645,6.86618515523151,918.469211272895,0.80908955342602,1.16729621984428
"11",0.505933256819844,0.998299280032516,293.675367406104,6.77887282869779,781.639002263546,0.758991735475138,0.658346009323705
"12",1.19186593987979,1.00602347368374,500.869200495072,7.34931872435845,308.259107358754,0.706375681725331,1.20748661945724
"13",0.731125046964735,1.00107233562972,460.38716690382,6.48361316369846,501.138967834413,0.74018011870794,0.819193079337716
"14",1.34853246225975,1.00055184791796,332.038666668814,7.08253987226635,987.978358566761,0.737592705036513,1.21382161283572
"15",0.653835240751505,0.995189288095571,391.300646413583,8.28130048979074,670.924379490316,0.887375825736672,0.873687545762222
"16",0.856809314806014,1.00302067463752,529.131112445612,5.20670171664096,697.331086173654,0.794146064273082,1.03119929293064
"17",1.04520450416021,1.00045512094628,306.92974512931,5.20429414487444,444.72351372242,0.883542164717801,1.03344276585937
"18",0.50119761377573,1.00570205637254,235.959590238053,7.46241118945181,268.154177442193,0.734796039108187,0.583997462890155
"19",0.817824489902705,1.0064824195765,430.433243792504,3.0245454905089,257.095412164927,0.827761168312281,0.870755695567743
"20",0.51728935376741,0.993182230629027,487.344587221742,9.76886152569205,360.490378551185,0.748939391924068,0.659664555614545
"21",0.841558025917038,1.00161383506842,481.405192182865,9.08996045496315,884.112473204732,0.730229438073002,0.991815222613731
"22",0.843438799958676,0.991156442505307,244.339327642228,8.16199163347483,431.174681149423,0.947362588392571,0.916049840257983
"23",0.732562693301588,1.00896006969269,457.735018164385,6.17968474025838,568.540467508137,0.719315833155997,0.818499431059589
"24",0.561368827708066,1.00342305454426,346.688915241975,4.26871461118571,492.639788985252,0.86193996029906,0.727668581075751
"25",0.912376251770183,0.995529429521412,246.831936854869,8.38640737719834,516.511785425246,0.962736260634847,0.987193736679281
"26",0.685512177180499,1.00318389419001,400.188343785703,7.352674867725,900.110501982272,0.931382957636379,0.977614463564328
"27",0.910672063706443,0.997576493467204,219.344033102971,7.93839060631581,730.485037900507,0.845532623375766,0.899409486790695
"28",0.640080855693668,1.00409977704752,291.934896318708,8.50341070443392,324.735303036869,0.799908859212883,0.685061183592949
"29",0.505434516817331,1.00818597213831,345.423979207408,6.10598125238903,986.062908917665,0.863729528128169,0.787546149613904
"30",1.10173881566152,1.0016709162388,471.690114994999,6.56401384947821,971.500831469893,0.724927442171611,1.18095953444901
"31",1.41101012728177,0.992276385934092,238.945974165108,8.22677498031408,610.817754641175,0.943640243867412,1.19349758223317
"32",0.675362783949822,1.00084167821333,366.346003196668,4.93169623892754,999.817840382457,0.862468146975152,0.895815684411627
"33",1.23118741321377,0.991588701275177,376.419218920637,3.69463360006921,937.72320561111,0.904331146623008,1.25900152914971
"34",0.516157209640369,0.995182941327803,385.58967851568,7.31267056055367,611.437253654003,0.776109270565212,0.680360676092176
"35",1.08611571625806,1.00480699877255,372.421049978584,7.79889335832559,843.4411033988,0.752194573101588,1.10562506026096
"36",0.925818428397179,1.00564022600185,254.830261075404,5.09028639388271,337.129721045494,0.858193960017525,0.867574018482057
"37",0.710490977624431,0.996826369594783,307.894170342479,9.28627213044092,444.638368487358,0.735409115254879,0.71943942252237
"38",0.977200108347461,0.998606591480784,305.61479277676,4.82631238084286,257.261281274259,0.869607079145499,0.93348486289208
"39",1.25482327491045,0.993274632021785,216.252191539388,9.55973642459139,790.810374543071,0.716367196547799,0.980987953164742
"40",0.946829279884696,0.999823135631159,309.684643812943,9.35616098041646,412.190959602594,0.885016941442154,0.98157052471077
