"f","e","d","tau_q","tau_s","v_s","u0"
1.19867347087711,1.00759848081041,536.589204415213,3.27934881602414,663.06249704212,0.75034849923104,1.55221352800371
1.05653050588444,1.00138995754067,287.573949084617,9.70788021176122,438.690195046365,0.924238380673341,1.51747739224487
0.640139957657084,1.00258880703244,485.614068270661,5.21279866201803,652.216991968453,0.897663417248987,1.3590126167704
0.785723306238651,0.998525009807199,390.324550587684,5.59184435592033,507.020591571927,0.709720355086028,1.23741272406335
1.05536900996231,0.997730151368305,517.908133403398,4.09713002992794,625.644248537719,0.935123970545828,1.60147988675375
0.52513115038164,1.00986521162558,202.790188405197,8.24849214125425,568.84932667017,0.747750005591661,1.12962836925137
0.966230554971844,1.00813685993664,327.201596589293,6.64525999338366,363.682414777577,0.928626071033068,1.49356438484384
1.36101068509743,0.998901724913158,309.899698651861,9.37435765890405,824.280281364918,0.858852256950922,1.58970422699833
0.752501178765669,0.999637294807471,499.573453550693,7.570995998336,414.250292442739,0.77564023330342,1.32184484533898
1.08080633729696,0.997620150521398,419.082442554645,6.86618515523151,918.469211272895,0.80908955342602,1.53301693097129
0.505933256819844,0.998299280032516,293.675367406104,6.77887282869779,781.639002263546,0.758991735475138,1.14695794138176
1.19186593987979,1.00602347368374,500.869200495072,7.34931872435845,308.259107358754,0.706375681725331,1.54100861340988
0.731125046964735,1.00107233562972,460.38716690382,6.48361316369846,501.138967834413,0.74018011870794,1.26123491788358
1.34853246225975,1.00055184791796,332.038666668814,7.08253987226635,987.978358566761,0.737592705036513,1.53487463808206
0.653835240751505,0.995189288095571,391.300646413583,8.28130048979074,670.924379490316,0.887375825736672,1.36171696076921
0.856809314806014,1.00302067463752,529.131112445612,5.20670171664096,697.331086173654,0.794146064273082,1.42831523267564
1.04520450416021,1.00045512094628,306.92974512931,5.20429414487444,444.72351372242,0.883542164717801,1.47666589296048
0.50119761377573,1.00570205637254,235.959590238053,7.46241118945181,268.154177442193,0.734796039108187,1.06599129979847
0.817824489902705,1.0064824195765,430.433243792504,3.0245454905089,257.095412164927,0.827761168312281,1.31411791818975
0.51728935376741,0.993182230629027,487.344587221742,9.76886152569205,360.490378551185,0.748939391924068,1.16738970316417
0.841558025917038,1.00161383506842,481.405192182865,9.08996045496315,884.112473204732,0.730229438073002,1.40433031551188
0.843438799958676,0.991156442505307,244.339327642228,8.16199163347483,431.174681149423,0.947362588392571,1.43447289259903
0.732562693301588,1.00896006969269,457.735018164385,6.17968474025838,568.540467508137,0.719315833155997,1.24887576162246
0.561368827708066,1.00342305454426,346.688915241975,4.26871461118571,492.639788985252,0.86193996029906,1.22877563332263
0.912376251770183,0.995529429521412,246.831936854869,8.38640737719834,516.511785425246,0.962736260634847,1.48781550042711
0.685512177180499,1.00318389419001,400.188343785703,7.352674867725,900.110501982272,0.931382957636379,1.44127127279372
0.910672063706443,0.997576493467204,219.344033102971,7.93839060631581,730.485037900507,0.845532623375766,1.38763093091349
0.640080855693668,1.00409977704752,291.934896318708,8.50341070443392,324.735303036869,0.799908859212883,1.20313863399578
0.505434516817331,1.00818597213831,345.423979207408,6.10598125238903,986.062908917665,0.863729528128169,1.28529946934335
1.10173881566152,1.0016709162388,471.690114994999,6.56401384947821,971.500831469893,0.724927442171611,1.51847267427611
1.41101012728177,0.992276385934092,238.945974165108,8.22677498031408,610.817754641175,0.943640243867412,1.59058048866486
0.675362783949822,1.00084167821333,366.346003196668,4.93169623892754,999.817840382457,0.862468146975152,1.34485931169593
1.23118741321377,0.991588701275177,376.419218920637,3.69463360006921,937.72320561111,0.904331146623008,1.59529243079788
0.516157209640369,0.995182941327803,385.58967851568,7.31267056055367,611.437253654003,0.776109270565212,1.17775936377731
1.08611571625806,1.00480699877255,372.421049978584,7.79889335832559,843.4411033988,0.752194573101588,1.48751020871782
0.925818428397179,1.00564022600185,254.830261075404,5.09028639388271,337.129721045494,0.858193960017525,1.35829841534797
0.710490977624431,0.996826369594783,307.894170342479,9.28627213044092,444.638368487358,0.735409115254879,1.21517938219146
0.977200108347461,0.998606591480784,305.61479277676,4.82631238084286,257.261281274259,0.869607079145499,1.40520995345837
1.25482327491045,0.993274632021785,216.252191539388,9.55973642459139,790.810374543071,0.716367196547799,1.40982609643743
0.946829279884696,0.999823135631159,309.684643812943,9.35616098041646,412.190959602594,0.885016941442154,1.4586754120699
0.871201802045107,0.993538065026514,313.811351172626,5.22786877281033,652.018126472831,0.743866561795585,1.29183605035403
1.37477840459906,0.99360412274953,510.90291000437,8.74024358601309,268.731405958533,0.906494967755862,1.65418962925991
0.934597307350487,1.00572049773298,316.620141628664,5.69169892976061,839.736479334533,0.864446926279925,1.46181283259212
0.940136776538566,0.994059506105259,401.132370973937,8.43356538354419,392.995125055313,0.988800519658253,1.55547438088233
0.581956833368167,0.994907609438524,216.925708553754,9.00064206635579,797.454874590039,0.887303974246606,1.32249500599938
0.534619303420186,1.00249604186043,331.906151585281,4.26730947638862,550.254978612065,0.92399363105651,1.31382816069791
1.42865198175423,0.999667764040642,453.62452151021,5.05662006698549,480.029967799783,0.746880163182504,1.59689917766681
0.794566297205165,0.996744037964381,465.479700139258,9.12921249843203,770.145996101201,0.988026322098449,1.54560898247792
1.01922428747639,0.994320908566006,351.863691443577,7.94941426580772,254.068790562451,0.979729047510773,1.53801115149461
0.736396424937993,1.0059369955631,347.705056099221,7.62443242990412,630.028861947358,0.83435490524862,1.34110146992499
1.4718098086305,1.00336042258423,382.7517837286,5.84326434787363,734.298354387283,0.894807421625592,1.64259698967075
1.1325115012005,1.0062306894362,337.310516333673,5.32655249605887,840.07134847343,0.707635964918882,1.43343922969093
1.45826916582882,0.995056879711337,453.747277101502,4.72939022956416,679.028221778572,0.997071684408002,1.69236233882173
1.3863539788872,0.991351318410598,425.948098825756,9.4381047419738,307.745588570833,0.845714411069639,1.61468578519859
1.02318376372568,1.00347243514843,507.000475388486,6.66232124366798,430.034568347037,0.93494302991312,1.58637912407746
1.21591563429683,0.993170821568929,308.074133074842,8.77503144694492,699.873973987997,0.834372381935827,1.53225862266685
1.24064273294061,0.995836641206406,233.370605367236,6.07637570775114,777.327328920364,0.837217389582656,1.47809322132345
0.545896323863417,0.99003305693157,541.293601726647,8.71223249705508,531.467758864164,0.902816079836339,1.33442501143494
